ブランド,フレーバー名,価格,詳細URL
Al Fakhamah  シーシャフレーバー 50g,クリーム,1800,https://www.aslaj.com/view/item/000000001640?category_page_id=ct6
Al Fakhamah  シーシャフレーバー 50g,カルダモン,1800,https://www.aslaj.com/view/item/000000001639?category_page_id=ct6
Al Fakhamah  シーシャフレーバー 50g,パイナップル,1800,https://www.aslaj.com/view/item/000000001638?category_page_id=ct6
Al Fakhamah  シーシャフレーバー 50g,ライム,1800,https://www.aslaj.com/view/item/000000001637?category_page_id=ct6
Al Fakhamah  シーシャフレーバー 50g,レモン,1800,https://www.aslaj.com/view/item/000000001636?category_page_id=ct6
Al Fakhamah  シーシャフレーバー 50g,マスティカ,1800,https://www.aslaj.com/view/item/000000001635?category_page_id=ct6
Al Fakhamah  シーシャフレーバー 50g,エキゾチックジャスミン,1800,https://www.aslaj.com/view/item/000000001633?category_page_id=ct6
Al Fakhamah  シーシャフレーバー 50g,シナモン,1800,https://www.aslaj.com/view/item/000000001632?category_page_id=ct6
Al Fakhamah  シーシャフレーバー 50g,パッションフルーツ,1800,https://www.aslaj.com/view/item/000000001631?category_page_id=ct6
不明,デクラウド　抹茶,990,https://www.aslaj.com/view/item/000000001627?category_page_id=ct6
不明,デクラウド　カシス,990,https://www.aslaj.com/view/item/000000001625?category_page_id=ct6
AL FAKHER(アルファーヘル)　　 シーシャフレーバー 50g,ピーチ,1550,https://www.aslaj.com/view/item/000000001624?category_page_id=ct6
AL FAKHER(アルファーヘル)　　 シーシャフレーバー 50g,バニラ,1550,https://www.aslaj.com/view/item/000000001623?category_page_id=ct6
AL FAKHER(アルファーヘル)　　 シーシャフレーバー 50g,グアバ,1550,https://www.aslaj.com/view/item/000000001620?category_page_id=ct6
AL FAKHER(アルファーヘル)　　 シーシャフレーバー 50g,ブルーベリー,1550,https://www.aslaj.com/view/item/000000001619?category_page_id=ct6
 LIRRA(リラ) シーシャフレーバー 50g,JUICY MELON(ジューシーメロン),1650,https://www.aslaj.com/view/item/000000001572?category_page_id=ct6
 LIRRA(リラ) シーシャフレーバー 50g,ICE CANDY(アイスキャンディー),1650,https://www.aslaj.com/view/item/000000001571?category_page_id=ct6
 LIRRA(リラ) シーシャフレーバー 50g,PINEAPPLE(パイナップル),1650,https://www.aslaj.com/view/item/000000001570?category_page_id=ct6
 LIRRA(リラ) シーシャフレーバー 50g,ICE GRAPEFRUIT(アイスグレープフルーツ),1650,https://www.aslaj.com/view/item/000000001569?category_page_id=ct6
 LIRRA(リラ) シーシャフレーバー 50g,PISTACHIO BREEZE(ピスタチオブリーズ),1650,https://www.aslaj.com/view/item/000000001567?category_page_id=ct6
 LIRRA(リラ) シーシャフレーバー 50g,MIMOSA(ミモザ),1650,https://www.aslaj.com/view/item/000000001566?category_page_id=ct6
 LIRRA(リラ) シーシャフレーバー 50g,TWO APPLE(ツーアップル),1650,https://www.aslaj.com/view/item/000000001565?category_page_id=ct6
 LIRRA(リラ) シーシャフレーバー 50g,ACAI(アサイー),1650,https://www.aslaj.com/view/item/000000001564?category_page_id=ct6
 LIRRA(リラ) シーシャフレーバー 50g,MILK(ミルク),1650,https://www.aslaj.com/view/item/000000001563?category_page_id=ct6
 LIRRA(リラ) シーシャフレーバー 50g,ICE GRAPEFRUIT(アイスグレープフルーツ),1650,https://www.aslaj.com/view/item/000000001569
 LIRRA(リラ) シーシャフレーバー 50g,MILK(ミルク),1650,https://www.aslaj.com/view/item/000000001563
不明,ソラリスボウル(素焼き&ストレート),3500,https://www.aslaj.com/view/item/000000000643
MALAKI(マラキ)　　 シーシャフレーバー 50g,リコリス,1850,https://www.aslaj.com/view/item/000000001555?category_page_id=ct6
MALAKI(マラキ)　　 シーシャフレーバー 50g,ベリーグレープ,1850,https://www.aslaj.com/view/item/000000001554?category_page_id=ct6
不明,スペクトラ- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001551?category_page_id=ct6
不明,グラニーズキス- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001550?category_page_id=ct6
不明,ロマンス- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001548?category_page_id=ct6
不明,コパカバーナ- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001542?category_page_id=ct6
不明,アマゾン- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001541?category_page_id=ct6
不明,ウォーターメロン- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001540?category_page_id=ct6
不明,ホワイトピーチ- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001537?category_page_id=ct6
不明,オレンジ- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001533?category_page_id=ct6
不明,シトラス- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001532?category_page_id=ct6
不明,レモン- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001531?category_page_id=ct6
不明,レモンミント- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001530?category_page_id=ct6
不明,ガムシナモン- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001527?category_page_id=ct6
不明,ガムミント- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001525?category_page_id=ct6
不明,ブルーベリー- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001524?category_page_id=ct6
不明,ベリー- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001523?category_page_id=ct6
不明,グレープ- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001521?category_page_id=ct6
不明,コットンキャンディー- Dozaj(ドザジ)　　 シーシャフレーバー 50g,1750,https://www.aslaj.com/view/item/000000001516?category_page_id=ct6
不明,イチジク(フィグ)- Dozaj(ドザジ)　　 シーシャフレーバー 50g,1750,https://www.aslaj.com/view/item/000000001514?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,ブラウンシュガー,1750,https://www.aslaj.com/view/item/000000001511?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,ブラックティー,1750,https://www.aslaj.com/view/item/000000001510?category_page_id=ct6
ROYAL SMOKIN シーシャフレーバー 50g,PINK GUAVA (ピンクグアバ),1750,https://www.aslaj.com/view/item/000000001423?category_page_id=ct6
Dozaj Black(ドザジ ブラック)　　 シーシャフレーバー 100g,CHERRY CASH,4000,https://www.aslaj.com/view/item/000000001417?category_page_id=ct6
Dozaj Black(ドザジ ブラック)　　 シーシャフレーバー 100g,KING OF NECTARINE,4000,https://www.aslaj.com/view/item/000000001405?category_page_id=ct6
Dozaj Black(ドザジ ブラック)　　 シーシャフレーバー 100g,BANGUM,4000,https://www.aslaj.com/view/item/000000001400?category_page_id=ct6
Dozaj Black(ドザジ ブラック)　　 シーシャフレーバー 100g,MUCHO MANGO,4000,https://www.aslaj.com/view/item/000000001397?category_page_id=ct6
Dozaj Black(ドザジ ブラック)　　 シーシャフレーバー 100g,TANGERINE SODA,4000,https://www.aslaj.com/view/item/000000001395?category_page_id=ct6
Dozaj Black(ドザジ ブラック)　　 シーシャフレーバー 100g,COOKIE,4000,https://www.aslaj.com/view/item/000000001393?category_page_id=ct6
Dozaj Black(ドザジ ブラック)　　 シーシャフレーバー 100g,TEA TIME,4000,https://www.aslaj.com/view/item/000000001391?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,マカロンピンク,1750,https://www.aslaj.com/view/item/000000001386?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,ライチ,1750,https://www.aslaj.com/view/item/000000001385?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,アイスクリームレモン,1750,https://www.aslaj.com/view/item/000000001383?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,ドラゴンフルーツ,1750,https://www.aslaj.com/view/item/000000001382?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,カクタス,1750,https://www.aslaj.com/view/item/000000001381?category_page_id=ct6
不明,デクラウド　アーモンド,990,https://www.aslaj.com/view/item/000000001370?category_page_id=ct6
不明,デクラウド　コーヒー,990,https://www.aslaj.com/view/item/000000001369?category_page_id=ct6
不明,デクラウド　ミント,990,https://www.aslaj.com/view/item/000000001368?category_page_id=ct6
不明,デクラウド　オレンジ,990,https://www.aslaj.com/view/item/000000001367?category_page_id=ct6
不明,デクラウド　キウイ,990,https://www.aslaj.com/view/item/000000001365?category_page_id=ct6
不明,デクラウド　レッドアップル,990,https://www.aslaj.com/view/item/000000001362?category_page_id=ct6
不明,デクラウド　ペアー,990,https://www.aslaj.com/view/item/000000001361?category_page_id=ct6
不明,デクラウド　グリーンアップル,990,https://www.aslaj.com/view/item/000000001360?category_page_id=ct6
不明,デクラウド　スイカ,990,https://www.aslaj.com/view/item/000000001358?category_page_id=ct6
不明,デクラウド　パッションフルーツ,990,https://www.aslaj.com/view/item/000000001357?category_page_id=ct6
不明,デクラウド　ローズ,990,https://www.aslaj.com/view/item/000000001356?category_page_id=ct6
不明,デクラウド　ジャスミン,990,https://www.aslaj.com/view/item/000000001354?category_page_id=ct6
不明,デクラウド　ラズベリー,990,https://www.aslaj.com/view/item/000000001352?category_page_id=ct6
 LIRRA(リラ) シーシャフレーバー 50g,ICE GRAPEFRUIT(アイスグレープフルーツ),1650,https://www.aslaj.com/view/item/000000001569
 LIRRA(リラ) シーシャフレーバー 50g,MILK(ミルク),1650,https://www.aslaj.com/view/item/000000001563
不明,ソラリスボウル(素焼き&ストレート),3500,https://www.aslaj.com/view/item/000000000643
不明,デクラウド　グアバ,990,https://www.aslaj.com/view/item/000000001349?category_page_id=ct6
不明,デクラウド　アールグレイ,990,https://www.aslaj.com/view/item/000000001348?category_page_id=ct6
不明,デクラウド　ツーアップル,990,https://www.aslaj.com/view/item/000000001347?category_page_id=ct6
不明,デクラウド　プラム,990,https://www.aslaj.com/view/item/000000001345?category_page_id=ct6
不明,デクラウド　バニラ,990,https://www.aslaj.com/view/item/000000001344?category_page_id=ct6
不明,デクラウド　レモン,990,https://www.aslaj.com/view/item/000000001342?category_page_id=ct6
不明,デクラウド　ライチ,990,https://www.aslaj.com/view/item/000000001341?category_page_id=ct6
不明,デクラウド　ブラックグレープ,990,https://www.aslaj.com/view/item/000000001340?category_page_id=ct6
Social Smoke(ソーシャルスモーク)　　 シーシャフレーバー 100g,シガー,3600,https://www.aslaj.com/view/item/000000001334?category_page_id=ct6
不明,パンラズナ　- Debaj  (デバジ)50g　シーシャフレーバー,1650,https://www.aslaj.com/view/item/000000001290?category_page_id=ct6
不明,グアバ　- Debaj  (デバジ)50g　シーシャフレーバー,1650,https://www.aslaj.com/view/item/000000001287?category_page_id=ct6
不明,アイススパイシーコーラ　- Debaj  (デバジ)50g　シーシャフレーバー,1650,https://www.aslaj.com/view/item/000000001285?category_page_id=ct6
不明,ミルク　- Debaj  (デバジ)50g　シーシャフレーバー,1650,https://www.aslaj.com/view/item/000000001284?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,ライムコーラ(ツイスト),1750,https://www.aslaj.com/view/item/000000001256?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,ピンクレモネード,1750,https://www.aslaj.com/view/item/000000001255?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,ラフランス(ペア),1750,https://www.aslaj.com/view/item/000000001254?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,アイスココア(ネスクイックリー),1750,https://www.aslaj.com/view/item/000000001253?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,リンデンティー,1750,https://www.aslaj.com/view/item/000000001251?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,ライム,1750,https://www.aslaj.com/view/item/000000001250?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,グレープフルーツ,1750,https://www.aslaj.com/view/item/000000001249?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,エターナル,1750,https://www.aslaj.com/view/item/000000001248?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,ピーナッツバター,1750,https://www.aslaj.com/view/item/000000001245?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,キャラメルワッフル,1750,https://www.aslaj.com/view/item/000000001243?category_page_id=ct6
Social Smoke(ソーシャルスモーク)　　 シーシャフレーバー 100g,ペアチル,3600,https://www.aslaj.com/view/item/000000001183?category_page_id=ct6
Social Smoke(ソーシャルスモーク)　　 シーシャフレーバー 100g,ジャパニーズユズ,3600,https://www.aslaj.com/view/item/000000001179?category_page_id=ct6
Social Smoke(ソーシャルスモーク)　　 シーシャフレーバー 100g,ホンコンミルクティー,3600,https://www.aslaj.com/view/item/000000001178?category_page_id=ct6
Social Smoke(ソーシャルスモーク)　　 シーシャフレーバー 100g,ゴールデンデリシャスアップル,3600,https://www.aslaj.com/view/item/000000001177?category_page_id=ct6
Social Smoke(ソーシャルスモーク)　　 シーシャフレーバー 100g,ドルセデルチェ,3600,https://www.aslaj.com/view/item/000000001175?category_page_id=ct6
FUMARI(フマリ)　　 シーシャフレーバー 100g,スパイスドチャイ,3400,https://www.aslaj.com/view/item/000000001164?category_page_id=ct6
AL FAKHER(アルファーヘル)　　 シーシャフレーバー 50g,カルダモン,1550,https://www.aslaj.com/view/item/000000001148?category_page_id=ct6
AL FAKHER(アルファーヘル)　　 シーシャフレーバー 50g,ウォーターメロン,1550,https://www.aslaj.com/view/item/000000001147?category_page_id=ct6
AL FAKHER(アルファーヘル)　　 シーシャフレーバー 50g,オレンジ,1550,https://www.aslaj.com/view/item/000000001146?category_page_id=ct6
AL FAKHER(アルファーヘル)　　 シーシャフレーバー 50g,ミント,1550,https://www.aslaj.com/view/item/000000001145?category_page_id=ct6
AL FAKHER(アルファーヘル)　　 シーシャフレーバー 50g,キウイ,1550,https://www.aslaj.com/view/item/000000001143?category_page_id=ct6
AL FAKHER(アルファーヘル)　　 シーシャフレーバー 50g,グレープ,1550,https://www.aslaj.com/view/item/000000001142?category_page_id=ct6
AL FAKHER(アルファーヘル)　　 シーシャフレーバー 50g,チェリー,1550,https://www.aslaj.com/view/item/000000001140?category_page_id=ct6
AL FAKHER(アルファーヘル)　　 シーシャフレーバー 50g,グレープフルーツ,1550,https://www.aslaj.com/view/item/000000001133?category_page_id=ct6
不明,キーライム　-　Golden Layalina(ゴールデンラヤリナ)　　 シーシャフレーバー 50g,1700,https://www.aslaj.com/view/item/000000001053?category_page_id=ct6
不明,ローズガーデン　-　Golden Layalina(ゴールデンラヤリナ)　　 シーシャフレーバー 50g,1700,https://www.aslaj.com/view/item/000000001052?category_page_id=ct6
不明,BTS　-　Golden Layalina(ゴールデンラヤリナ)　　 シーシャフレーバー 50g,1700,https://www.aslaj.com/view/item/000000000980?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,ブラックカラント（カシス）,1750,https://www.aslaj.com/view/item/000000000973?category_page_id=ct6
不明,ブルーヘブン　-　Golden Layalina(ゴールデンラヤリナ)　　 シーシャフレーバー 50g,1700,https://www.aslaj.com/view/item/000000000972?category_page_id=ct6
不明,ツーアップル　-　AL FAKHER(アルファーヘル)　　 シーシャフレーバー 50g,1550,https://www.aslaj.com/view/item/000000000971?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,ツーアップル,1750,https://www.aslaj.com/view/item/000000000958?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,ポムグランテヨーグルト,1750,https://www.aslaj.com/view/item/000000000957?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,ジャスミン,1750,https://www.aslaj.com/view/item/000000000955?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,ハニー,1750,https://www.aslaj.com/view/item/000000000954?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,シナモン,1750,https://www.aslaj.com/view/item/000000000952?category_page_id=ct6
 LIRRA(リラ) シーシャフレーバー 50g,ICE GRAPEFRUIT(アイスグレープフルーツ),1650,https://www.aslaj.com/view/item/000000001569
 LIRRA(リラ) シーシャフレーバー 50g,MILK(ミルク),1650,https://www.aslaj.com/view/item/000000001563
不明,ソラリスボウル(素焼き&ストレート),3500,https://www.aslaj.com/view/item/000000000643
Dozaj(ドザジ)　　 シーシャフレーバー 50g,グアバ,1750,https://www.aslaj.com/view/item/000000000951?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,チェリー,1750,https://www.aslaj.com/view/item/000000000948?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,マジックスモーク,1750,https://www.aslaj.com/view/item/000000000945?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,ミルク,1750,https://www.aslaj.com/view/item/000000000944?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,チョコレート,1750,https://www.aslaj.com/view/item/000000000941?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,カプチーノ,1750,https://www.aslaj.com/view/item/000000000940?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,バニラ,1750,https://www.aslaj.com/view/item/000000000938?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,グリーンミックス,1750,https://www.aslaj.com/view/item/000000000937?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,ベルガモットティー,1750,https://www.aslaj.com/view/item/000000000936?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,タンジェリン,1750,https://www.aslaj.com/view/item/000000000934?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,パイナップル,1750,https://www.aslaj.com/view/item/000000000933?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,ストロベリーヨーグルト,1750,https://www.aslaj.com/view/item/000000000931?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,ヘーゼルナッツ,1750,https://www.aslaj.com/view/item/000000000930?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,キャラメル,1750,https://www.aslaj.com/view/item/000000000929?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,アサイー,1750,https://www.aslaj.com/view/item/000000000928?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,アイス,1750,https://www.aslaj.com/view/item/000000000927?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,レモン,1750,https://www.aslaj.com/view/item/000000000926?category_page_id=ct6
ROYAL SMOKIN シーシャフレーバー 50g,DOUBLE MINT (ダブルミント),1750,https://www.aslaj.com/view/item/000000000925?category_page_id=ct6
ROYAL SMOKIN シーシャフレーバー 50g.,ORANGE (オレンジ),1750,https://www.aslaj.com/view/item/000000000922?category_page_id=ct6
ROYAL SMOKIN シーシャフレーバー 50g,KIWI BLAST (キウイ ブラスト),1750,https://www.aslaj.com/view/item/000000000918?category_page_id=ct6
ROYAL SMOKIN シーシャフレーバー 50g,VANILLA (バニラ),1750,https://www.aslaj.com/view/item/000000000917?category_page_id=ct6
ROYAL SMOKIN シーシャフレーバー 50g,ROYAL GOLD (ZAFFRAN) （ロイヤルゴールド/サフラン）,1750,https://www.aslaj.com/view/item/000000000916?category_page_id=ct6
ROYAL SMOKIN シーシャフレーバー 50g,ROYAL PAAN MASALA(ロイヤルパンマサラ),1750,https://www.aslaj.com/view/item/000000000910?category_page_id=ct6
ROYAL SMOKIN シーシャフレーバー 50g,PAAN RAJNI(パンラジニ) ,1750,https://www.aslaj.com/view/item/000000000908?category_page_id=ct6
ROYAL SMOKIN シーシャフレーバー 50g,GREEN MANGO(グリーンマンゴー),1750,https://www.aslaj.com/view/item/000000000907?category_page_id=ct6
ROYAL SMOKIN シーシャフレーバー 50g,WHITE ROSE(ホワイトローズ),1750,https://www.aslaj.com/view/item/000000000902?category_page_id=ct6
ROYAL SMOKIN シーシャフレーバー 50g,BLUEBERRY(ブルーベリー),1750,https://www.aslaj.com/view/item/000000000898?category_page_id=ct6
ROYAL SMOKIN シーシャフレーバー 50g,GREEN APPLE(グリーンアップル),1750,https://www.aslaj.com/view/item/000000000897?category_page_id=ct6
不明,デクラウド コーラ,990,https://www.aslaj.com/view/item/000000002209?category_page_id=ct6
不明,デクラウド ジンジャーエール,990,https://www.aslaj.com/view/item/000000002208?category_page_id=ct6
不明,デクラウド さくら,990,https://www.aslaj.com/view/item/000000002205?category_page_id=ct6
不明,デクラウド ソルティーレモン,990,https://www.aslaj.com/view/item/000000002204?category_page_id=ct6
不明,デクラウド チョコレート,990,https://www.aslaj.com/view/item/000000002202?category_page_id=ct6
不明,デクラウド 金木犀,990,https://www.aslaj.com/view/item/000000002201?category_page_id=ct6
JiBiAR(ジビアール) シーシャフレーバー 50ｇ,Happy Mango(ハッピーマンゴー),1750,https://www.aslaj.com/view/item/000000002178?category_page_id=ct6
JiBiAR(ジビアール) シーシャフレーバー 50ｇ,Milk(ミルク),1750,https://www.aslaj.com/view/item/000000002177?category_page_id=ct6
REVOSHI(レボシ) シーシャフレーバー 50ｇ,Double Apple Strong(ダブルアップルストロング),1750,https://www.aslaj.com/view/item/000000002172?category_page_id=ct6
REVOSHI(レボシ) シーシャフレーバー 50ｇ,Biscuit(ビスケット),1750,https://www.aslaj.com/view/item/000000002171?category_page_id=ct6
REVOSHI(レボシ) シーシャフレーバー 50ｇ,Eskimo Pineapple(エスキモパイナップル),1750,https://www.aslaj.com/view/item/000000002170?category_page_id=ct6
REVOSHI(レボシ) シーシャフレーバー 50ｇ,Eskimo Cola(エスキモコーラ),1750,https://www.aslaj.com/view/item/000000002168?category_page_id=ct6
JiBiAR(ジビアール) シーシャフレーバー 50ｇ,osmanthus(オスマンサス/金木犀),1750,https://www.aslaj.com/view/item/000000002165?category_page_id=ct6
JiBiAR(ジビアール) シーシャフレーバー 50ｇ,Melon(メロン),1750,https://www.aslaj.com/view/item/000000002164?category_page_id=ct6
JiBiAR(ジビアール) シーシャフレーバー 50ｇ,Watermelon(ウォーターメロン/スイカ),1750,https://www.aslaj.com/view/item/000000002163?category_page_id=ct6
JiBiAR(ジビアール) シーシャフレーバー 50ｇ,Ice Green Apple(アイスグリーンアップル),1750,https://www.aslaj.com/view/item/000000002162?category_page_id=ct6
JiBiAR(ジビアール) シーシャフレーバー 50ｇ,Strawberry(ストロベリー),1750,https://www.aslaj.com/view/item/000000002161?category_page_id=ct6
JiBiAR(ジビアール) シーシャフレーバー 50ｇ,Banana(バナナ),1750,https://www.aslaj.com/view/item/000000002160?category_page_id=ct6
JiBiAR(ジビアール) シーシャフレーバー 50ｇ,ICE COLA(アイスコーラ),1750,https://www.aslaj.com/view/item/000000002159?category_page_id=ct6
JiBiAR(ジビアール) シーシャフレーバー 50ｇ,TWO APPLES GOLD(ツーアップルゴールド),1750,https://www.aslaj.com/view/item/000000002158?category_page_id=ct6
 LIRRA(リラ) シーシャフレーバー 50g,ICE GRAPEFRUIT(アイスグレープフルーツ),1650,https://www.aslaj.com/view/item/000000001569
 LIRRA(リラ) シーシャフレーバー 50g,MILK(ミルク),1650,https://www.aslaj.com/view/item/000000001563
