ブランド,フレーバー名,価格,詳細URL
不明,ソラリスボウル(素焼き&ストレート),3500,https://www.aslaj.com/view/item/000000000643
CHABA(チャバ) シーシャフレーバー 50ｇ,ウォーターメロンガム,1200,https://www.aslaj.com/view/item/000000002138?category_page_id=ct6
CHABA(チャバ) シーシャフレーバー 50ｇ,スキットル,1200,https://www.aslaj.com/view/item/000000002134?category_page_id=ct6
CHABA(チャバ) シーシャフレーバー 50ｇ,ピンクジャム,1200,https://www.aslaj.com/view/item/000000002132?category_page_id=ct6
CHABA(チャバ) シーシャフレーバー 50ｇ,ピーチアプリコット,1200,https://www.aslaj.com/view/item/000000002130?category_page_id=ct6
CHABA(チャバ) シーシャフレーバー 50ｇ,マンゴーカモミール,1200,https://www.aslaj.com/view/item/000000002129?category_page_id=ct6
CHABA(チャバ) シーシャフレーバー 50ｇ,キウイアップルグースベリー,1200,https://www.aslaj.com/view/item/000000002127?category_page_id=ct6
CHABA(チャバ) シーシャフレーバー 50ｇ,ハニーベリーズ,1200,https://www.aslaj.com/view/item/000000002125?category_page_id=ct6
CHABA(チャバ) シーシャフレーバー 50ｇ,グミベアー,1200,https://www.aslaj.com/view/item/000000002124?category_page_id=ct6
CHABA(チャバ) シーシャフレーバー 50ｇ,フルーツアイス,1200,https://www.aslaj.com/view/item/000000002123?category_page_id=ct6
CHABA(チャバ) シーシャフレーバー 50ｇ,チョコレートアイスクリーム,1200,https://www.aslaj.com/view/item/000000002121?category_page_id=ct6
CHABA(チャバ) シーシャフレーバー 50ｇ,ワイルドストロベリー,1200,https://www.aslaj.com/view/item/000000002119?category_page_id=ct6
CHABA(チャバ) シーシャフレーバー 50ｇ,ホワイトワイン,1200,https://www.aslaj.com/view/item/000000002118?category_page_id=ct6
CHABA(チャバ) シーシャフレーバー 50ｇ,ノーザンベリーズ,1200,https://www.aslaj.com/view/item/000000002115?category_page_id=ct6
不明,デクラウド ヨーグルト,990,https://www.aslaj.com/view/item/000000002099?category_page_id=ct6
AL FAKHER（アルファーヘル）,グレープミント 50g,1550,https://www.aslaj.com/view/item/000000002041?category_page_id=ct6
SEBERO(セベロ) シーシャフレーバー 40g,FRUIT YOGURT,1700,https://www.aslaj.com/view/item/000000002003?category_page_id=ct6
SEBERO(セベロ) シーシャフレーバー 40g,TIRAMISU,1700,https://www.aslaj.com/view/item/000000002002?category_page_id=ct6
SEBERO(セベロ) シーシャフレーバー 40g,MILK,1700,https://www.aslaj.com/view/item/000000002001?category_page_id=ct6
MALAKI(マラキ)　　 シーシャフレーバー 50g,メロン,1850,https://www.aslaj.com/view/item/000000001985?category_page_id=ct6
MALAKI(マラキ)　　 シーシャフレーバー 50g,ポメグラネート,1850,https://www.aslaj.com/view/item/000000001984?category_page_id=ct6
JENT(ジェント) シーシャフレーバー 40g,モヒート,1790,https://www.aslaj.com/view/item/000000001941?category_page_id=ct6
JENT(ジェント) シーシャフレーバー 40g,テキーラ,1790,https://www.aslaj.com/view/item/000000001940?category_page_id=ct6
JENT(ジェント) シーシャフレーバー 40g,アブサン,1790,https://www.aslaj.com/view/item/000000001939?category_page_id=ct6
JENT(ジェント) シーシャフレーバー 40g,カルーアミルク,1790,https://www.aslaj.com/view/item/000000001938?category_page_id=ct6
JENT(ジェント) シーシャフレーバー 40g,ピニャコラーダ,1790,https://www.aslaj.com/view/item/000000001937?category_page_id=ct6
JENT(ジェント) シーシャフレーバー 40g,ラム,1790,https://www.aslaj.com/view/item/000000001936?category_page_id=ct6
JENT(ジェント) シーシャフレーバー 40g,バーボン,1790,https://www.aslaj.com/view/item/000000001935?category_page_id=ct6
JENT(ジェント) シーシャフレーバー 40g,ラブラドールティー,1790,https://www.aslaj.com/view/item/000000001934?category_page_id=ct6
JENT(ジェント) シーシャフレーバー 40g,セージ,1790,https://www.aslaj.com/view/item/000000001933?category_page_id=ct6
JENT(ジェント) シーシャフレーバー 40g,ジャスミンウーロン,1790,https://www.aslaj.com/view/item/000000001932?category_page_id=ct6
JENT(ジェント) シーシャフレーバー 40g,スウィートシガー,1790,https://www.aslaj.com/view/item/000000001930?category_page_id=ct6
JENT(ジェント) シーシャフレーバー 40g,スウィートピーチ,1790,https://www.aslaj.com/view/item/000000001929?category_page_id=ct6
JENT(ジェント) シーシャフレーバー 40g,スーパーレモン,1790,https://www.aslaj.com/view/item/000000001928?category_page_id=ct6
AL FAKHER（アルファーヘル） シーシャフレーバー 50g,プラム,1550,https://www.aslaj.com/view/item/000000001917?category_page_id=ct6
AL FAKHER（アルファーヘル） シーシャフレーバー 50g,アプリコット,1550,https://www.aslaj.com/view/item/000000001916?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,コーラ,1750,https://www.aslaj.com/view/item/000000001901?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,ヨーグルト,1750,https://www.aslaj.com/view/item/000000001900?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,ポムグランテ(ザクロ),1750,https://www.aslaj.com/view/item/000000001898?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,ウォーターメロン,1750,https://www.aslaj.com/view/item/000000001897?category_page_id=ct6
SEBERO BLACK(セベロブラック) シーシャフレーバー 40g,KIWI,1790,https://www.aslaj.com/view/item/000000001895?category_page_id=ct6
SEBERO BLACK(セベロブラック) シーシャフレーバー 40g,BARBERRY,1790,https://www.aslaj.com/view/item/000000001894?category_page_id=ct6
SEBERO(セベロ) シーシャフレーバー 40g,Arctic MIX Peanut Latte,1700,https://www.aslaj.com/view/item/000000001893?category_page_id=ct6
SEBERO(セベロ) シーシャフレーバー 40g,Honey Candy Chill,1700,https://www.aslaj.com/view/item/000000001892?category_page_id=ct6
khaleej(ハリージ) 50g シーシャフレーバー,ブラックグレープ,1700,https://www.aslaj.com/view/item/000000001891?category_page_id=ct6
khaleej(ハリージ) 50g シーシャフレーバー,パッションフルーツ,1700,https://www.aslaj.com/view/item/000000001890?category_page_id=ct6
Dozaj Black(ドザジ ブラック) シーシャフレーバー 100g,TIRAMISU,4000,https://www.aslaj.com/view/item/000000001829?category_page_id=ct6
Debaj  (デバジ)50g　シーシャフレーバー,カルダモンコーヒー,1650,https://www.aslaj.com/view/item/000000001825?category_page_id=ct6
Dozaj Black(ドザジ ブラック) シーシャフレーバー 100g,Jamaican Rum,4000,https://www.aslaj.com/view/item/000000001811?category_page_id=ct6
 LIRRA(リラ) シーシャフレーバー 50g,ICE GRAPEFRUIT(アイスグレープフルーツ),1650,https://www.aslaj.com/view/item/000000001569
 LIRRA(リラ) シーシャフレーバー 50g,MILK(ミルク),1650,https://www.aslaj.com/view/item/000000001563
不明,ソラリスボウル(素焼き&ストレート),3500,https://www.aslaj.com/view/item/000000000643
Dozaj Black(ドザジ ブラック) シーシャフレーバー 100g,Lime＆Lemon,4000,https://www.aslaj.com/view/item/000000001809?category_page_id=ct6
Dozaj Black(ドザジ ブラック) シーシャフレーバー 100g,Bumboo,4000,https://www.aslaj.com/view/item/000000001806?category_page_id=ct6
Dozaj Black(ドザジ ブラック) シーシャフレーバー 100g,Brownie Peanut,4000,https://www.aslaj.com/view/item/000000001805?category_page_id=ct6
Dozaj Black(ドザジ ブラック) シーシャフレーバー 100g,Breakfast,4000,https://www.aslaj.com/view/item/000000001804?category_page_id=ct6
Dozaj Black(ドザジ ブラック) シーシャフレーバー 100g,PINK FLIGHT,4000,https://www.aslaj.com/view/item/000000001803?category_page_id=ct6
Dozaj Black(ドザジ ブラック) シーシャフレーバー 100g,Black Queen,4000,https://www.aslaj.com/view/item/000000001801?category_page_id=ct6
Dozaj Black(ドザジ ブラック) シーシャフレーバー 100g,Holland Waffle,4000,https://www.aslaj.com/view/item/000000001800?category_page_id=ct6
afzal(アフザル) 　シーシャフレーバー 50g,ライチ,1750,https://www.aslaj.com/view/item/000000001789?category_page_id=ct6
MALAKI(マラキ)　　 シーシャフレーバー 50g,ガムマスティック,1850,https://www.aslaj.com/view/item/000000001787?category_page_id=ct6
不明,ポップコーン　- Dozaj(ドザジ)　　 シーシャフレーバー 50g,1750,https://www.aslaj.com/view/item/000000001758?category_page_id=ct6
ROYAL SMOKIN シーシャフレーバー 50g,FIZZY COLA (フィジーコーラ),1750,https://www.aslaj.com/view/item/000000001749?category_page_id=ct6
SEBERO(セベロ) シーシャフレーバー 40g,BERRY BLACK,1700,https://www.aslaj.com/view/item/000000001733?category_page_id=ct6
SEBERO(セベロ) シーシャフレーバー 40g,KIWI FRESH,1700,https://www.aslaj.com/view/item/000000001732?category_page_id=ct6
SEBERO(セベロ) シーシャフレーバー 40g,RASPBERRIES,1700,https://www.aslaj.com/view/item/000000001731?category_page_id=ct6
SEBERO(セベロ) シーシャフレーバー 40g,FEIJOA (Pinapple Guava),1700,https://www.aslaj.com/view/item/000000001730?category_page_id=ct6
SEBERO(セベロ) シーシャフレーバー 40g,CHOCOLATE,1700,https://www.aslaj.com/view/item/000000001729?category_page_id=ct6
SEBERO(セベロ) シーシャフレーバー 40g,THAI(Toropical),1700,https://www.aslaj.com/view/item/000000001728?category_page_id=ct6
SEBERO(セベロ) シーシャフレーバー 40g,MINT,1700,https://www.aslaj.com/view/item/000000001727?category_page_id=ct6
SEBERO(セベロ) シーシャフレーバー 40g,STRAWBERRY,1700,https://www.aslaj.com/view/item/000000001726?category_page_id=ct6
SEBERO(セベロ) シーシャフレーバー 40g,WAFFLE,1700,https://www.aslaj.com/view/item/000000001725?category_page_id=ct6
SEBERO(セベロ) シーシャフレーバー 40g,VANILLA,1700,https://www.aslaj.com/view/item/000000001724?category_page_id=ct6
SEBERO(セベロ) シーシャフレーバー 40g,BANANA,1700,https://www.aslaj.com/view/item/000000001723?category_page_id=ct6
SEBERO(セベロ) シーシャフレーバー 40g,ORANGE CHOCOLATE,1700,https://www.aslaj.com/view/item/000000001722?category_page_id=ct6
SEBERO(セベロ) シーシャフレーバー 40g,ORANGE,1700,https://www.aslaj.com/view/item/000000001721?category_page_id=ct6
SEBERO(セベロ) シーシャフレーバー 40g,APRICOT,1700,https://www.aslaj.com/view/item/000000001720?category_page_id=ct6
SEBERO(セベロ) シーシャフレーバー 40g,BANANA CHOCOLATE,1700,https://www.aslaj.com/view/item/000000001719?category_page_id=ct6
不明,コーヒーミルク　- Debaj  (デバジ)50g　シーシャフレーバー,1650,https://www.aslaj.com/view/item/000000001692?category_page_id=ct6
不明,サフランパン　- Debaj  (デバジ)50g　シーシャフレーバー,1650,https://www.aslaj.com/view/item/000000001691?category_page_id=ct6
不明,アイスグレープフルーツ　- Debaj  (デバジ)50g　シーシャフレーバー,1650,https://www.aslaj.com/view/item/000000001690?category_page_id=ct6
不明,ピーチクリーム　　- Debaj  (デバジ)50g　シーシャフレーバー,1650,https://www.aslaj.com/view/item/000000001688?category_page_id=ct6
不明,デクラウド　練乳,990,https://www.aslaj.com/view/item/000000001673?category_page_id=ct6
SEBERO BLACK(セベロブラック) シーシャフレーバー 40g,STRAWBERRY,1790,https://www.aslaj.com/view/item/000000001664?category_page_id=ct6
SEBERO BLACK(セベロブラック) シーシャフレーバー 40g,GRAPEFRUIT,1790,https://www.aslaj.com/view/item/000000001663?category_page_id=ct6
SEBERO BLACK(セベロブラック) シーシャフレーバー 40g,GRAPE,1790,https://www.aslaj.com/view/item/000000001662?category_page_id=ct6
SEBERO BLACK(セベロブラック) シーシャフレーバー 40g,COOKIE MONSTER,1790,https://www.aslaj.com/view/item/000000001661?category_page_id=ct6
SEBERO BLACK(セベロブラック) シーシャフレーバー 40g,BLUEBERRY,1790,https://www.aslaj.com/view/item/000000001660?category_page_id=ct6
SEBERO BLACK(セベロブラック) シーシャフレーバー 40g,COLA,1790,https://www.aslaj.com/view/item/000000001659?category_page_id=ct6
SEBERO BLACK(セベロブラック) シーシャフレーバー 40g,LIMONCHELLO,1790,https://www.aslaj.com/view/item/000000001658?category_page_id=ct6
不明,カルダモン- Debaj  (デバジ)50g　シーシャフレーバー,1650,https://www.aslaj.com/view/item/000000001647?category_page_id=ct6
Al Fakhamah  シーシャフレーバー 50g,アルファハマミックス,1800,https://www.aslaj.com/view/item/000000001634?category_page_id=ct6
AL FAKHER(アルファーヘル)　　 シーシャフレーバー 50g,ガム with ミント,1550,https://www.aslaj.com/view/item/000000001622?category_page_id=ct6
AL FAKHER(アルファーヘル)　　 シーシャフレーバー 50g,ザクロ,1550,https://www.aslaj.com/view/item/000000001621?category_page_id=ct6
不明,LIMONCHELLO- SEBERO(セベロ) シーシャフレーバー 40g,1700,https://www.aslaj.com/view/item/000000001618?category_page_id=ct6
不明,THYM（タイム ハーブ）- SEBERO(セベロ) シーシャフレーバー 40g,1700,https://www.aslaj.com/view/item/000000001616?category_page_id=ct6
不明,GREEN APPLE- SEBERO(セベロ) シーシャフレーバー 40g,1700,https://www.aslaj.com/view/item/000000001615?category_page_id=ct6
不明,WONDER MELONS- SEBERO(セベロ) シーシャフレーバー 40g,1700,https://www.aslaj.com/view/item/000000001614?category_page_id=ct6
不明,CORN- SEBERO(セベロ) シーシャフレーバー 40g,1700,https://www.aslaj.com/view/item/000000001613?category_page_id=ct6
不明,SPICED TEA- SEBERO(セベロ) シーシャフレーバー 40g,1700,https://www.aslaj.com/view/item/000000001612?category_page_id=ct6
 LIRRA(リラ) シーシャフレーバー 50g,ICE GRAPEFRUIT(アイスグレープフルーツ),1650,https://www.aslaj.com/view/item/000000001569
 LIRRA(リラ) シーシャフレーバー 50g,MILK(ミルク),1650,https://www.aslaj.com/view/item/000000001563
不明,ソラリスボウル(素焼き&ストレート),3500,https://www.aslaj.com/view/item/000000000643
不明,BASIL CUCUMBER- SEBERO(セベロ) シーシャフレーバー 40g,1700,https://www.aslaj.com/view/item/000000001611?category_page_id=ct6
不明,RED APPLE- SEBERO(セベロ) シーシャフレーバー 40g,1700,https://www.aslaj.com/view/item/000000001610?category_page_id=ct6
不明,MANGO- SEBERO(セベロ) シーシャフレーバー 40g,1700,https://www.aslaj.com/view/item/000000001609?category_page_id=ct6
不明,LYCHEE- SEBERO(セベロ) シーシャフレーバー 40g,1700,https://www.aslaj.com/view/item/000000001608?category_page_id=ct6
不明,HERBAL CURRANT（カシス）- SEBERO(セベロ) シーシャフレーバー 40g,1700,https://www.aslaj.com/view/item/000000001607?category_page_id=ct6
不明,GUAVA STRAWBERRY- SEBERO(セベロ) シーシャフレーバー 40g,1700,https://www.aslaj.com/view/item/000000001606?category_page_id=ct6
不明,GREEN PEAR- SEBERO(セベロ) シーシャフレーバー 40g,1700,https://www.aslaj.com/view/item/000000001605?category_page_id=ct6
不明,BANANA CREAM- SEBERO(セベロ) シーシャフレーバー 40g,1700,https://www.aslaj.com/view/item/000000001604?category_page_id=ct6
不明,Pain Flower- SEBERO(セベロ) シーシャフレーバー 40g,1700,https://www.aslaj.com/view/item/000000001603?category_page_id=ct6
不明,COLA- SEBERO(セベロ) シーシャフレーバー 40g,1700,https://www.aslaj.com/view/item/000000001601?category_page_id=ct6
SEBERO(セベロ) シーシャフレーバー 40g,BLUE BERRY,1700,https://www.aslaj.com/view/item/000000001599?category_page_id=ct6
 LIRRA(リラ) シーシャフレーバー 50g,ICE SHOT(アイスショット),1650,https://www.aslaj.com/view/item/000000001568?category_page_id=ct6
不明,バジル- Dozaj(ドザジ)　　 シーシャフレーバー 50g,1750,https://www.aslaj.com/view/item/000000001557?category_page_id=ct6
MALAKI(マラキ)　　 シーシャフレーバー 50g,ドリーミーラブ,1850,https://www.aslaj.com/view/item/000000001556?category_page_id=ct6
不明,ミントクリーム- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001553?category_page_id=ct6
不明,ベルベット- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001552?category_page_id=ct6
不明,サワーアジア- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001549?category_page_id=ct6
不明,ムーンライト- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001547?category_page_id=ct6
不明,ビタースイート- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001546?category_page_id=ct6
不明,ブルークラウド- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001545?category_page_id=ct6
不明,クールブリーズ- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001543?category_page_id=ct6
不明,ウォーターメロンミント- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001539?category_page_id=ct6
不明,チョコレートミント- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001538?category_page_id=ct6
不明,ツーアップル- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001536?category_page_id=ct6
不明,ツーアップルミント- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001535?category_page_id=ct6
不明,オレンジミント- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001534?category_page_id=ct6
不明,ミント- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001529?category_page_id=ct6
不明,モヒート- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001528?category_page_id=ct6
不明,ガム- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001526?category_page_id=ct6
不明,グレープミント- MALAKI(マラキ)　　 シーシャフレーバー 50g,1850,https://www.aslaj.com/view/item/000000001522?category_page_id=ct6
不明,クインス- Dozaj(ドザジ)　　 シーシャフレーバー 50g,1750,https://www.aslaj.com/view/item/000000001518?category_page_id=ct6
不明,ジンジャーココナッツ- Dozaj(ドザジ)　　 シーシャフレーバー 50g,1750,https://www.aslaj.com/view/item/000000001517?category_page_id=ct6
不明,バナナ- Dozaj(ドザジ)　　 シーシャフレーバー 50g,1750,https://www.aslaj.com/view/item/000000001515?category_page_id=ct6
不明,グレープ- Dozaj(ドザジ)　　 シーシャフレーバー 50g,1750,https://www.aslaj.com/view/item/000000001513?category_page_id=ct6
不明,カシミール- Dozaj(ドザジ)　　 シーシャフレーバー 50g,1750,https://www.aslaj.com/view/item/000000001512?category_page_id=ct6
Dozaj Black(ドザジ ブラック)　　 シーシャフレーバー 100g,MOROCCO,4000,https://www.aslaj.com/view/item/000000001416?category_page_id=ct6
Dozaj Black(ドザジ ブラック)　　 シーシャフレーバー 100g,MINT STORM,4000,https://www.aslaj.com/view/item/000000001415?category_page_id=ct6
Dozaj Black(ドザジ ブラック)　　 シーシャフレーバー 100g,IRISH CREAM,4000,https://www.aslaj.com/view/item/000000001404?category_page_id=ct6
Dozaj Black(ドザジ ブラック)　　 シーシャフレーバー 100g,MOSCOW ROSE,4000,https://www.aslaj.com/view/item/000000001403?category_page_id=ct6
Dozaj Black(ドザジ ブラック)　　 シーシャフレーバー 100g,HAVANA PURRO,4000,https://www.aslaj.com/view/item/000000001402?category_page_id=ct6
Dozaj Black(ドザジ ブラック)　　 シーシャフレーバー 100g,TROPICAL PEARL,4000,https://www.aslaj.com/view/item/000000001401?category_page_id=ct6
Dozaj Black(ドザジ ブラック)　　 シーシャフレーバー 100g,FOREST BERRY,4000,https://www.aslaj.com/view/item/000000001399?category_page_id=ct6
Dozaj Black(ドザジ ブラック)　　 シーシャフレーバー 100g,SUMMER LOVE,4000,https://www.aslaj.com/view/item/000000001398?category_page_id=ct6
Dozaj Black(ドザジ ブラック)　　 シーシャフレーバー 100g,RED CHOCOMINT,4000,https://www.aslaj.com/view/item/000000001396?category_page_id=ct6
Dozaj Black(ドザジ ブラック)　　 シーシャフレーバー 100g,CHOCOLATE HAZELNUT CREAM,4000,https://www.aslaj.com/view/item/000000001394?category_page_id=ct6
Dozaj Black(ドザジ ブラック)　　 シーシャフレーバー 100g,SUBZERO,4000,https://www.aslaj.com/view/item/000000001392?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,プラム,1750,https://www.aslaj.com/view/item/000000001389?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,パッションフルーツ,1750,https://www.aslaj.com/view/item/000000001388?category_page_id=ct6
 LIRRA(リラ) シーシャフレーバー 50g,ICE GRAPEFRUIT(アイスグレープフルーツ),1650,https://www.aslaj.com/view/item/000000001569
 LIRRA(リラ) シーシャフレーバー 50g,MILK(ミルク),1650,https://www.aslaj.com/view/item/000000001563
不明,ソラリスボウル(素焼き&ストレート),3500,https://www.aslaj.com/view/item/000000000643
不明,デクラウド　ストロベリー,990,https://www.aslaj.com/view/item/000000001366?category_page_id=ct6
不明,デクラウド　マンゴー,990,https://www.aslaj.com/view/item/000000001364?category_page_id=ct6
不明,デクラウド　ホワイトグレープ,990,https://www.aslaj.com/view/item/000000001363?category_page_id=ct6
不明,デクラウド　ミルクティー,990,https://www.aslaj.com/view/item/000000001355?category_page_id=ct6
不明,デクラウド　ピーチ,990,https://www.aslaj.com/view/item/000000001353?category_page_id=ct6
不明,デクラウド　パイナップル,990,https://www.aslaj.com/view/item/000000001351?category_page_id=ct6
不明,デクラウド　メロン,990,https://www.aslaj.com/view/item/000000001350?category_page_id=ct6
不明,デクラウド　バナナ,990,https://www.aslaj.com/view/item/000000001343?category_page_id=ct6
不明,デクラウド　レモングラス,990,https://www.aslaj.com/view/item/000000001339?category_page_id=ct6
FUMARI(フマリ)　　 シーシャフレーバー 100g,レモンミント,3400,https://www.aslaj.com/view/item/000000001165?category_page_id=ct6
不明,チョコレートココア　-　Golden Layalina(ゴールデンラヤリナ)　　 シーシャフレーバー 50g,1700,https://www.aslaj.com/view/item/000000000982?category_page_id=ct6
不明,コニャック　-　Golden Layalina(ゴールデンラヤリナ)　　 シーシャフレーバー 50g,1700,https://www.aslaj.com/view/item/000000000974?category_page_id=ct6
ピュアタバコ　　 シーシャフレーバー,FML 250g,10000,https://www.aslaj.com/view/item/000000000962?category_page_id=ct6
ピュアタバコ　　 シーシャフレーバー,FML 100g,4500,https://www.aslaj.com/view/item/000000000961?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,メロン,1750,https://www.aslaj.com/view/item/000000000959?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,ストロベリー,1750,https://www.aslaj.com/view/item/000000000949?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,デッドシー,1750,https://www.aslaj.com/view/item/000000000943?category_page_id=ct6
Dozaj(ドザジ)　　 シーシャフレーバー 50g,ミント,1750,https://www.aslaj.com/view/item/000000000942?category_page_id=ct6
ROYAL SMOKIN シーシャフレーバー 50g,MAGAI PAAN (マガイパン),1750,https://www.aslaj.com/view/item/000000000913?category_page_id=ct6
ROYAL SMOKIN シーシャフレーバー 50g,PAAN 420(パン420),1750,https://www.aslaj.com/view/item/000000000906?category_page_id=ct6
ROYAL SMOKIN シーシャフレーバー 50g,SPRING WATER(スプリングウォーター),1750,https://www.aslaj.com/view/item/000000000896?category_page_id=ct6
 LIRRA(リラ) シーシャフレーバー 50g,ICE GRAPEFRUIT(アイスグレープフルーツ),1650,https://www.aslaj.com/view/item/000000001569
 LIRRA(リラ) シーシャフレーバー 50g,MILK(ミルク),1650,https://www.aslaj.com/view/item/000000001563
不明,ソラリスボウル(素焼き&ストレート),3500,https://www.aslaj.com/view/item/000000000643
